Plot Title: 10169143,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1061,5/24/2021 0:36,5.655,0,2.57,,
1062,5/24/2021 6:36,4.831,86.1,2.55,,
1063,5/24/2021 12:36,6.268,559.7,2.57,,
1064,5/24/2021 18:36,7.481,96.9,2.58,,
1065,5/25/2021 0:36,5.757,0,2.57,,
1066,5/25/2021 6:36,5.037,968.8,2.57,,
1067,5/25/2021 12:36,6.573,4305.6,2.57,,
1068,5/25/2021 18:36,5.655,75.3,2.57,,
1069,5/26/2021 0:36,4.311,0,2.57,,
1070,5/26/2021 6:36,3.367,64.6,2.57,,
1071,5/26/2021 12:36,10.161,4477.8,2.58,,
1072,5/26/2021 18:36,10.748,818.1,2.6,,
1073,5/27/2021 0:36,7.582,0,2.58,,
1074,5/27/2021 6:36,6.064,215.3,2.58,,
1075,5/27/2021 12:36,7.179,1463.9,2.58,,
1076,5/27/2021 18:36,6.166,290.6,2.58,,
1077,5/28/2021 0:36,3.893,0,2.58,,
1078,5/28/2021 6:36,2.303,86.1,2.57,,
1079,5/28/2021 12:36,9.472,4133.4,2.6,,
1080,5/28/2021 18:36,10.748,947.2,2.6,,
1081,5/29/2021 0:36,7.381,0,2.58,,
1082,5/29/2021 6:36,7.481,290.6,2.6,,
1083,5/29/2021 12:36,15.187,4133.4,2.62,,
1084,5/29/2021 18:36,14.421,1302.4,2.63,,
1085,5/30/2021 0:36,9.571,0,2.62,,
1086,5/30/2021 6:36,9.965,96.9,2.6,,
1087,5/30/2021 12:36,17.284,4305.6,2.63,,
1088,5/30/2021 18:36,16.141,1076.4,2.63,,
1089,5/31/2021 0:36,12.304,0,2.62,,
1090,5/31/2021 6:36,11.916,53.8,2.62,,
1091,5/31/2021 12:36,19.758,3961.1,2.63,,
1092,5/31/2021 18:36,18.616,1184,2.65,,
1093,6/1/2021 0:36,14.996,0,2.63,,
1094,6/1/2021 6:36,15.76,64.6,2.63,,
1095,6/1/2021 12:36,24.062,4305.6,2.67,,
1096,6/1/2021 18:36,22.333,1259.4,2.65,,
1097,6/2/2021 0:36,17.379,0,2.63,,
1098,6/2/2021 6:36,16.046,64.6,2.63,,
1099,6/2/2021 12:36,23.004,4305.6,2.65,,
1100,6/2/2021 18:36,20.329,1205.6,2.63,,
1101,6/3/2021 0:36,15.951,0,2.63,,
1102,6/3/2021 6:36,14.134,75.3,2.63,,
1103,6/3/2021 12:36,20.234,4305.6,2.63,,
1104,6/3/2021 18:36,17.284,1334.7,2.63,,
1105,6/4/2021 0:36,13.558,0,2.63,,
1106,6/4/2021 6:36,12.594,409,2.62,,
1107,6/4/2021 12:36,17.475,4650,2.63,,
1108,6/4/2021 18:36,14.613,1377.8,2.63,,
1109,6/5/2021 0:36,9.669,0,2.6,,
1110,6/5/2021 6:36,7.582,473.6,2.6,,
1111,6/5/2021 12:36,8.481,2927.8,2.6,,
1112,6/5/2021 18:36,7.381,86.1,2.6,,
1113,6/6/2021 0:36,4.207,0,2.58,,
1114,6/6/2021 6:36,4.415,279.9,2.58,,
1115,6/6/2021 12:36,7.381,3100,2.6,,
1116,6/6/2021 18:36,6.978,258.3,2.6,,
1117,6/7/2021 0:36,4.207,0,2.58,,
1118,6/7/2021 6:36,3.049,775,2.58,,
1119,6/7/2021 12:36,7.381,4477.8,2.58,,
1120,6/7/2021 18:36,6.471,129.2,2.58,,
1121,6/8/2021 0:36,4.519,0,2.58,,
1122,6/8/2021 6:36,4.207,473.6,2.58,,
1123,6/8/2021 12:36,7.381,2066.7,2.58,,
1124,6/8/2021 18:36,4.831,279.9,2.57,,Logged
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,,,,,
1198,,,,,,
1199,,,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,,,,,,
1206,,,,,,
1207,,,,,,
1208,,,,,,
1209,,,,,,
1210,,,,,,
1211,,,,,,
1212,,,,,,
1213,,,,,,
1214,,,,,,
1215,,,,,,
1216,,,,,,
1217,,,,,,
1218,,,,,,
1219,,,,,,
1220,,,,,,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1224,,,,,,
1225,,,,,,
1226,,,,,,
1227,,,,,,
1228,,,,,,
1229,,,,,,
1230,,,,,,
1231,,,,,,
1232,,,,,,
1233,,,,,,
1234,,,,,,
1235,,,,,,
1236,,,,,,
1237,,,,,,
1238,,,,,,
1239,,,,,,
1240,,,,,,
1241,,,,,,
1242,,,,,,
1243,,,,,,
1244,,,,,,
1245,,,,,,
1246,,,,,,
1247,,,,,,
1248,,,,,,
1249,,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,,,,,
1254,,,,,,
1255,,,,,,
1256,,,,,,
1257,,,,,,
1258,,,,,,
1259,,,,,,
1260,,,,,,
1261,,,,,,
1262,,,,,,
1263,,,,,,
1264,,,,,,
1265,,,,,,
1266,,,,,,
1267,,,,,,
1268,,,,,,
1269,,,,,,
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,,,,,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,,,,,,
1292,,,,,,
1293,,,,,,
1294,,,,,,
1295,,,,,,
1296,,,,,,
1297,,,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,,,,,,
1302,,,,,,
1303,,,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,,,,
1311,,,,,,
1312,,,,,,
1313,,,,,,
1314,,,,,,
1315,,,,,,
1316,,,,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,
1322,,,,,,
1323,,,,,,
1324,,,,,,
1325,,,,,,
1326,,,,,,
1327,,,,,,
1328,,,,,,
1329,,,,,,
1330,,,,,,
1331,,,,,,
1332,,,,,,
1333,,,,,,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,,,,,
1338,,,,,,
1339,,,,,,
1340,,,,,,
1341,,,,,,
1342,,,,,,
1343,,,,,,
1344,,,,,,
1345,,,,,,
1346,,,,,,
1347,,,,,,
1348,,,,,,
1349,,,,,,
1350,,,,,,
1351,,,,,,
1352,,,,,,
1353,,,,,,
1354,,,,,,
1355,,,,,,
1356,,,,,,
1357,,,,,,
1358,,,,,,
1359,,,,,,
1360,,,,,,
1361,,,,,,
1362,,,,,,
1363,,,,,,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,
1368,,,,,,
1369,,,,,,
1370,,,,,,
1371,,,,,,
1372,,,,,,
1373,,,,,,
1374,,,,,,
1375,,,,,,
1376,,,,,,
1377,,,,,,
1378,,,,,,
1379,,,,,,
1380,,,,,,
1381,,,,,,
1382,,,,,,
1383,,,,,,
1384,,,,,,
1385,,,,,,
1386,,,,,,
1387,,,,,,
1388,,,,,,
1389,,,,,,
1390,,,,,,
1391,,,,,,
1392,,,,,,
1393,,,,,,
1394,,,,,,
1395,,,,,,
1396,,,,,,
1397,,,,,,
1398,,,,,,
1399,,,,,,
1400,,,,,,
1401,,,,,,
1402,,,,,,
1403,,,,,,
1404,,,,,,
1405,,,,,,
1406,,,,,,
1407,,,,,,
1408,,,,,,
1409,,,,,,
1410,,,,,,
1411,,,,,,
1412,,,,,,
1413,,,,,,
1414,,,,,,
1415,,,,,,
1416,,,,,,
1417,,,,,,
1418,,,,,,
1419,,,,,,
1420,,,,,,
1421,,,,,,
1422,,,,,,
1423,,,,,,
1424,,,,,,
1425,,,,,,
1426,,,,,,
1427,,,,,,
1428,,,,,,
1429,,,,,,
1430,,,,,,
1431,,,,,,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,,
1440,,,,,,
1441,,,,,,
1442,,,,,,
1443,,,,,,
1444,,,,,,
1445,,,,,,
1446,,,,,,
1447,,,,,,
1448,,,,,,
1449,,,,,,
1450,,,,,,
1451,,,,,,
1452,,,,,,
1453,,,,,,
1454,,,,,,
1455,,,,,,
1456,,,,,,
1457,,,,,,
1458,,,,,,
1459,,,,,,
1460,,,,,,
1461,,,,,,
1462,,,,,,
1463,,,,,,
1464,,,,,,
1465,,,,,,
1466,,,,,,
1467,,,,,,
1468,,,,,,
1469,,,,,,
1470,,,,,,
1471,,,,,,
1472,,,,,,
1473,,,,,,
1474,,,,,,
1475,,,,,,
1476,,,,,,
1477,,,,,,
1478,,,,,,
1479,,,,,,
1480,,,,,,
1481,,,,,,
1482,,,,,,
1483,,,,,,
1484,,,,,,
1485,,,,,,
1486,,,,,,
1487,,,,,,
1488,,,,,,
1489,,,,,,
1490,,,,,,
1491,,,,,,
1492,,,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,,,,
1499,,,,,,
1500,,,,,,
1501,,,,,,
1502,,,,,,
1503,,,,,,
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,,,,,,
1512,,,,,,
1513,,,,,,
1514,,,,,,
1515,,,,,,
1516,,,,,,
1517,,,,,,
1518,,,,,,
1519,,,,,,
1520,,,,,,
1521,,,,,,
1522,,,,,,
1523,,,,,,
1524,,,,,,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,,,,
1533,,,,,,
1534,,,,,,
1535,,,,,,
1536,,,,,,
1537,,,,,,
1538,,,,,,
1539,,,,,,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,,,,,,
1556,,,,,,
1557,,,,,,
1558,,,,,,
1559,,,,,,
1560,,,,,,
1561,,,,,,
1562,,,,,,
1563,,,,,,
1564,,,,,,
1565,,,,,,
1566,,,,,,
1567,,,,,,
1568,,,,,,
1569,,,,,,
1570,,,,,,
1571,,,,,,
1572,,,,,,
1573,,,,,,
1574,,,,,,
1575,,,,,,
1576,,,,,,
1577,,,,,,
1578,,,,,,
1579,,,,,,
1580,,,,,,
1581,,,,,,
1582,,,,,,
1583,,,,,,
1584,,,,,,
1585,,,,,,
1586,,,,,,
1587,,,,,,
1588,,,,,,
1589,,,,,,
1590,,,,,,
1591,,,,,,
1592,,,,,,
1593,,,,,,
1594,,,,,,
1595,,,,,,
1596,,,,,,
1597,,,,,,
1598,,,,,,
1599,,,,,,
1600,,,,,,
1601,,,,,,
1602,,,,,,
1603,,,,,,
1604,,,,,,
1605,,,,,,
1606,,,,,,
1607,,,,,,
1608,,,,,,
1609,,,,,,
1610,,,,,,
1611,,,,,,
1612,,,,,,
1613,,,,,,
1614,,,,,,
1615,,,,,,
1616,,,,,,
1617,,,,,,
1618,,,,,,
1619,,,,,,
1620,,,,,,
1621,,,,,,
1622,,,,,,
1623,,,,,,
1624,,,,,,
1625,,,,,,
1626,,,,,,
1627,,,,,,
1628,,,,,,
1629,,,,,,
1630,,,,,,
1631,,,,,,
1632,,,,,,
1633,,,,,,
1634,,,,,,
1635,,,,,,
1636,,,,,,
1637,,,,,,
1638,,,,,,
1639,,,,,,
1640,,,,,,
1641,,,,,,
1642,,,,,,
1643,,,,,,
1644,,,,,,
1645,,,,,,
1646,,,,,,
1647,,,,,,
1648,,,,,,
1649,,,,,,
1650,,,,,,
1651,,,,,,
1652,,,,,,
1653,,,,,,
1654,,,,,,
1655,,,,,,
1656,,,,,,
1657,,,,,,
1658,,,,,,
1659,,,,,,
1660,,,,,,
1661,,,,,,
1662,,,,,,
1663,,,,,,
1664,,,,,,
1665,,,,,,
1666,,,,,,
1667,,,,,,
1668,,,,,,
1669,,,,,,
1670,,,,,,
1671,,,,,,
1672,,,,,,
1673,,,,,,
1674,,,,,,
1675,,,,,,
1676,,,,,,
1677,,,,,,
1678,,,,,,
1679,,,,,,
1680,,,,,,
1681,,,,,,
1682,,,,,,
1683,,,,,,
1684,,,,,,
1685,,,,,,
1686,,,,,,
1687,,,,,,
1688,,,,,,
1689,,,,,,
1690,,,,,,
1691,,,,,,
1692,,,,,,
1693,,,,,,
1694,,,,,,
1695,,,,,,
1696,,,,,,
1697,,,,,,
1698,,,,,,
1699,,,,,,
1700,,,,,,
1701,,,,,,
1702,,,,,,
1703,,,,,,
1704,,,,,,
1705,,,,,,
1706,,,,,,
1707,,,,,,
1708,,,,,,
1709,,,,,,
1710,,,,,,
1711,,,,,,
1712,,,,,,
1713,,,,,,
1714,,,,,,
1715,,,,,,
1716,,,,,,
1717,,,,,,
1718,,,,,,
1719,,,,,,
1720,,,,,,
1721,,,,,,
1722,,,,,,
1723,,,,,,
1724,,,,,,
1725,,,,,,
1726,,,,,,
1727,,,,,,
1728,,,,,,
1729,,,,,,
1730,,,,,,
1731,,,,,,
1732,,,,,,
1733,,,,,,
1734,,,,,,
1735,,,,,,
1736,,,,,,
1737,,,,,,
1738,,,,,,
1739,,,,,,
1740,,,,,,
1741,,,,,,
1742,,,,,,
1743,,,,,,
1744,,,,,,
1745,,,,,,
1746,,,,,,
1747,,,,,,
1748,,,,,,
1749,,,,,,
1750,,,,,,
1751,,,,,,
1752,,,,,,
1753,,,,,,
1754,,,,,,
1755,,,,,,
1756,,,,,,
1757,,,,,,
1758,,,,,,
1759,,,,,,
1760,,,,,,
1761,,,,,,
1762,,,,,,
1763,,,,,,
1764,,,,,,
1765,,,,,,
1766,,,,,,
1767,,,,,,
1768,,,,,,
1769,,,,,,
1770,,,,,,
1771,,,,,,
1772,,,,,,
1773,,,,,,
1774,,,,,,
1775,,,,,,
1776,,,,,,
1777,,,,,,
1778,,,,,,
1779,,,,,,
1780,,,,,,
1781,,,,,,
1782,,,,,,
1783,,,,,,
1784,,,,,,
1785,,,,,,
1786,,,,,,
1787,,,,,,
1788,,,,,,
1789,,,,,,
1790,,,,,,
1791,,,,,,
1792,,,,,,
1793,,,,,,
1794,,,,,,
1795,,,,,,
1796,,,,,,
1797,,,,,,
1798,,,,,,
1799,,,,,,
1800,,,,,,
1801,,,,,,
1802,,,,,,
1803,,,,,,
1804,,,,,,
1805,,,,,,
1806,,,,,,
1807,,,,,,
1808,,,,,,
1809,,,,,,
1810,,,,,,
1811,,,,,,
1812,,,,,,
1813,,,,,,
1814,,,,,,
1815,,,,,,
1816,,,,,,
1817,,,,,,
1818,,,,,,
1819,,,,,,
1820,,,,,,
1821,,,,,,
1822,,,,,,
1823,,,,,,
1824,,,,,,
1825,,,,,,
1826,,,,,,
1827,,,,,,
1828,,,,,,
1829,,,,,,
1830,,,,,,
1831,,,,,,
1832,,,,,,
1833,,,,,,
1834,,,,,,
1835,,,,,,
1836,,,,,,
1837,,,,,,
1838,,,,,,
1839,,,,,,
1840,,,,,,
1841,,,,,,
1842,,,,,,
1843,,,,,,
1844,,,,,,
1845,,,,,,
1846,,,,,,
1847,,,,,,
1848,,,,,,
1849,,,,,,
1850,,,,,,
1851,,,,,,
1852,,,,,,
1853,,,,,,
1854,,,,,,
1855,,,,,,
1856,,,,,,
1857,,,,,,
1858,,,,,,
1859,,,,,,
1860,,,,,,
1861,,,,,,
1862,,,,,,
1863,,,,,,
1864,,,,,,
1865,,,,,,
1866,,,,,,
1867,,,,,,
1868,,,,,,
1869,,,,,,
1870,,,,,,
1871,,,,,,
1872,,,,,,
1873,,,,,,
1874,,,,,,
1875,,,,,,
1876,,,,,,
1877,,,,,,
1878,,,,,,
1879,,,,,,
1880,,,,,,
1881,,,,,,
1882,,,,,,
1883,,,,,,
1884,,,,,,
1885,,,,,,
1886,,,,,,
1887,,,,,,
1888,,,,,,
1889,,,,,,
1890,,,,,,
1891,,,,,,
1892,,,,,,
1893,,,,,,
1894,,,,,,
1895,,,,,,
1896,,,,,,
1897,,,,,,
1898,,,,,,
1899,,,,,,
1900,,,,,,
1901,,,,,,
1902,,,,,,
1903,,,,,,
1904,,,,,,
1905,,,,,,
1906,,,,,,
1907,,,,,,
1908,,,,,,
1909,,,,,,
1910,,,,,,
1911,,,,,,
1912,,,,,,
1913,,,,,,
1914,,,,,,
1915,,,,,,
1916,,,,,,
1917,,,,,,
1918,,,,,,
1919,,,,,,
1920,,,,,,
1921,,,,,,
1922,,,,,,
1923,,,,,,
1924,,,,,,
1925,,,,,,
1926,,,,,,
1927,,,,,,
1928,,,,,,
1929,,,,,,
1930,,,,,,
1931,,,,,,
1932,,,,,,
1933,,,,,,
1934,,,,,,
1935,,,,,,
1936,,,,,,
1937,,,,,,
1938,,,,,,
1939,,,,,,
1940,,,,,,
1941,,,,,,
1942,,,,,,
1943,,,,,,
1944,,,,,,
1945,,,,,,
1946,,,,,,
1947,,,,,,
1948,,,,,,
1949,,,,,,
1950,,,,,,
1951,,,,,,
1952,,,,,,
1953,,,,,,
1954,,,,,,
1955,,,,,,
1956,,,,,,
1957,,,,,,
1958,,,,,,
1959,,,,,,
1960,,,,,,
1961,,,,,,
1962,,,,,,
1963,,,,,,
1964,,,,,,
1965,,,,,,
1966,,,,,,
1967,,,,,,
1968,,,,,,
1969,,,,,,
1970,,,,,,
1971,,,,,,
1972,,,,,,
1973,,,,,,
1974,,,,,,
1975,,,,,,
1976,,,,,,
1977,,,,,,
1978,,,,,,
1979,,,,,,
1980,,,,,,
1981,,,,,,
1982,,,,,,
1983,,,,,,
1984,,,,,,
1985,,,,,,
1986,,,,,,
1987,,,,,,
1988,,,,,,
1989,,,,,,
1990,,,,,,
1991,,,,,,
1992,,,,,,
1993,,,,,,
1994,,,,,,
1995,,,,,,
1996,,,,,,
1997,,,,,,
1998,,,,,,
1999,,,,,,
2000,,,,,,
2001,,,,,,
2002,,,,,,
2003,,,,,,
2004,,,,,,
2005,,,,,,
2006,,,,,,
2007,,,,,,
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,,,,,,
2012,,,,,,
2013,,,,,,
2014,,,,,,
2015,,,,,,
2016,,,,,,
2017,,,,,,
2018,,,,,,
2019,,,,,,
2020,,,,,,
2021,,,,,,
2022,,,,,,
2023,,,,,,
2024,,,,,,
2025,,,,,,
2026,,,,,,
2027,,,,,,
2028,,,,,,
2029,,,,,,
2030,,,,,,
2031,,,,,,
2032,,,,,,
2033,,,,,,
2034,,,,,,
2035,,,,,,
2036,,,,,,
2037,,,,,,
2038,,,,,,
2039,,,,,,
2040,,,,,,
2041,,,,,,
2042,,,,,,
2043,,,,,,
2044,,,,,,
2045,,,,,,
2046,,,,,,
2047,,,,,,
2048,,,,,,
2049,,,,,,
2050,,,,,,
2051,,,,,,
2052,,,,,,
2053,,,,,,
2054,,,,,,
2055,,,,,,
2056,,,,,,
2057,,,,,,
2058,,,,,,
2059,,,,,,
2060,,,,,,
2061,,,,,,
2062,,,,,,
2063,,,,,,
2064,,,,,,
2065,,,,,,
2066,,,,,,
2067,,,,,,
2068,,,,,,
2069,,,,,,
2070,,,,,,
2071,,,,,,
2072,,,,,,
2073,,,,,,
2074,,,,,,
2075,,,,,,
2076,,,,,,
2077,,,,,,
2078,,,,,,
2079,,,,,,
2080,,,,,,
2081,,,,,,
2082,,,,,,
2083,,,,,,
2084,,,,,,
2085,,,,,,
2086,,,,,,
2087,,,,,,
2088,,,,,,
2089,,,,,,
2090,,,,,,
2091,,,,,,
2092,,,,,,
2093,,,,,,
2094,,,,,,
2095,,,,,,
2096,,,,,,
2097,,,,,,
2098,,,,,,
2099,,,,,,
2100,,,,,,
2101,,,,,,
2102,,,,,,
2103,,,,,,
2104,,,,,,
2105,,,,,,
2106,,,,,,
2107,,,,,,
2108,,,,,,
2109,,,,,,
2110,,,,,,
2111,,,,,,
2112,,,,,,
2113,,,,,,
2114,,,,,,
2115,,,,,,
2116,,,,,,
2117,,,,,,
2118,,,,,,
2119,,,,,,
2120,,,,,,
2121,,,,,,
2122,,,,,,
2123,,,,,,
2124,,,,,,
2125,,,,,,
2126,,,,,,
2127,,,,,,
2128,,,,,,
2129,,,,,,
2130,,,,,,
2131,,,,,,
2132,,,,,,
2133,,,,,,
2134,,,,,,
2135,,,,,,
2136,,,,,,
2137,,,,,,
2138,,,,,,
2139,,,,,,
2140,,,,,,
2141,,,,,,
2142,,,,,,
2143,,,,,,
2144,,,,,,
2145,,,,,,
2146,,,,,,
2147,,,,,,
2148,,,,,,
2149,,,,,,
2150,,,,,,
2151,,,,,,
2152,,,,,,
2153,,,,,,
2154,,,,,,
2155,,,,,,
2156,,,,,,
2157,,,,,,
2158,,,,,,
2159,,,,,,
2160,,,,,,
2161,,,,,,
2162,,,,,,
2163,,,,,,
2164,,,,,,
2165,,,,,,
2166,,,,,,
2167,,,,,,
2168,,,,,,
2169,,,,,,
2170,,,,,,
2171,,,,,,
2172,,,,,,
2173,,,,,,
2174,,,,,,
2175,,,,,,
2176,,,,,,
2177,,,,,,
2178,,,,,,
2179,,,,,,
2180,,,,,,
2181,,,,,,
2182,,,,,,
2183,,,,,,
2184,,,,,,
2185,,,,,,
2186,,,,,,
2187,,,,,,
2188,,,,,,
2189,,,,,,
2190,,,,,,
2191,,,,,,
2192,,,,,,
2193,,,,,,
2194,,,,,,
2195,,,,,,
2196,,,,,,
2197,,,,,,
2198,,,,,,
2199,,,,,,
2200,,,,,,
2201,,,,,,
2202,,,,,,
2203,,,,,,
2204,,,,,,
2205,,,,,,
2206,,,,,,
2207,,,,,,
2208,,,,,,
2209,,,,,,
2210,,,,,,
2211,,,,,,
2212,,,,,,
2213,,,,,,
2214,,,,,,
2215,,,,,,
2216,,,,,,
2217,,,,,,
2218,,,,,,
2219,,,,,,
2220,,,,,,
2221,,,,,,
2222,,,,,,
2223,,,,,,
2224,,,,,,
2225,,,,,,
2226,,,,,,
2227,,,,,,
2228,,,,,,
2229,,,,,,
2230,,,,,,
2231,,,,,,
2232,,,,,,
2233,,,,,,
2234,,,,,,
2235,,,,,,
2236,,,,,,
2237,,,,,,
2238,,,,,,
2239,,,,,,
2240,,,,,,
2241,,,,,,
2242,,,,,,
2243,,,,,,
2244,,,,,,
2245,,,,,,
2246,,,,,,
2247,,,,,,
2248,,,,,,
2249,,,,,,
2250,,,,,,
2251,,,,,,
2252,,,,,,
2253,,,,,,
2254,,,,,,
2255,,,,,,
2256,,,,,,
2257,,,,,,
2258,,,,,,
2259,,,,,,
2260,,,,,,
2261,,,,,,
2262,,,,,,
2263,,,,,,
2264,,,,,,
2265,,,,,,
2266,,,,,,
2267,,,,,,
2268,,,,,,
2269,,,,,,
2270,,,,,,
2271,,,,,,
2272,,,,,,
2273,,,,,,
2274,,,,,,
2275,,,,,,
2276,,,,,,
2277,,,,,,
2278,,,,,,
2279,,,,,,
2280,,,,,,
2281,,,,,,
2282,,,,,,
2283,,,,,,
2284,,,,,,
2285,,,,,,
2286,,,,,,
2287,,,,,,
2288,,,,,,
2289,,,,,,
2290,,,,,,
2291,,,,,,
2292,,,,,,
2293,,,,,,
2294,,,,,,
2295,,,,,,
2296,,,,,,
2297,,,,,,
2298,,,,,,
2299,,,,,,
2300,,,,,,
2301,,,,,,
2302,,,,,,
2303,,,,,,
2304,,,,,,
2305,,,,,,
2306,,,,,,
2307,,,,,,
2308,,,,,,
2309,,,,,,
2310,,,,,,
2311,,,,,,
2312,,,,,,
2313,,,,,,
2314,,,,,,
2315,,,,,,
2316,,,,,,
2317,,,,,,
2318,,,,,,
2319,,,,,,
2320,,,,,,
2321,,,,,,
2322,,,,,,
2323,,,,,,
2324,,,,,,
2325,,,,,,
2326,,,,,,
2327,,,,,,
2328,,,,,,
2329,,,,,,
2330,,,,,,
2331,,,,,,
2332,,,,,,
2333,,,,,,
2334,,,,,,
2335,,,,,,
2336,,,,,,
2337,,,,,,
2338,,,,,,
2339,,,,,,
2340,,,,,,
2341,,,,,,
2342,,,,,,
2343,,,,,,
2344,,,,,,
2345,,,,,,
2346,,,,,,
2347,,,,,,
2348,,,,,,
2349,,,,,,
2350,,,,,,
2351,,,,,,
2352,,,,,,
2353,,,,,,
2354,,,,,,
2355,,,,,,
2356,,,,,,
2357,,,,,,
2358,,,,,,
2359,,,,,,
2360,,,,,,
2361,,,,,,
2362,,,,,,
2363,,,,,,
2364,,,,,,
2365,,,,,,
2366,,,,,,
2367,,,,,,
2368,,,,,,
2369,,,,,,
2370,,,,,,
2371,,,,,,
2372,,,,,,
2373,,,,,,
2374,,,,,,
2375,,,,,,
2376,,,,,,
2377,,,,,,
2378,,,,,,
2379,,,,,,
2380,,,,,,
2381,,,,,,
2382,,,,,,
2383,,,,,,
2384,,,,,,
2385,,,,,,
2386,,,,,,
2387,,,,,,
2388,,,,,,
2389,,,,,,
2390,,,,,,
2391,,,,,,
2392,,,,,,
2393,,,,,,
2394,,,,,,
2395,,,,,,
2396,,,,,,
2397,,,,,,
2398,,,,,,
2399,,,,,,
2400,,,,,,
2401,,,,,,
2402,,,,,,
2403,,,,,,
2404,,,,,,
2405,,,,,,
2406,,,,,,
2407,,,,,,
2408,,,,,,
2409,,,,,,
2410,,,,,,
